City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
169,gawler,-34.6,138.7333,21.2,42,3,6.82,AU,1670597989
170,kampli,15.4,76.6167,22.28,40,92,2.05,IN,1670598089
171,hyeres,43.1167,6.1167,16.86,79,40,2.57,FR,1670598089
172,puerto ayacucho,5.6639,-67.6236,29.13,63,74,1.7,VE,1670598090
173,longyearbyen,78.2186,15.6401,-5.09,93,75,0.51,SJ,1670598090
174,matongo,-2.3833,34.0833,21.53,74,100,3.14,TZ,1670598091
175,lahaina,20.8783,-156.6825,24.34,80,95,7.34,US,1670598039
176,hasaki,35.7333,140.8333,8.45,79,100,3.91,JP,1670598093
177,yokadouma,3.5167,15.05,32.97,28,23,1.92,CM,1670598094
178,vila velha,-20.3297,-40.2925,27.75,81,6,2.24,BR,1670598046
179,grindavik,63.8424,-22.4338,0.26,74,20,9.26,IS,1670598094
180,itoman,26.1247,127.6694,20.01,88,75,10.29,JP,1670598095
181,palmer,42.1584,-72.3287,4.26,52,0,2.68,US,1670598096
182,walvis bay,-22.9575,14.5053,17.27,59,17,10.26,NA,1670598096
183,seddon,-37.8068,144.8916,12.08,75,0,2.57,AU,1670598097
184,geneva,41.8875,-88.3054,2.11,87,100,8.75,US,1670598097
185,aniva,46.7144,142.5294,-8.07,84,99,1.34,RU,1670598098
186,georgetown,5.4112,100.3354,25.96,88,40,1.03,MY,1670598098
187,san patricio,28.017,-97.5169,22.93,84,52,3.34,US,1670598098
188,hithadhoo,-0.6,73.0833,28.18,76,87,7.13,MV,1670598099
189,kota,25.1833,75.8333,19.18,36,0,1.68,IN,1670597842
190,nome,64.5011,-165.4064,-10.96,85,100,0.0,US,1670598100
191,luanda,-8.8368,13.2343,27.34,75,40,6.67,AO,1670598101
192,kubuta,-26.8833,31.4833,25.05,71,82,3.29,SZ,1670598102
193,matadi,-5.8167,13.45,28.63,74,86,1.69,CD,1670598102
194,tarko-sale,64.9225,77.785,-23.78,97,100,8.3,RU,1670598103
195,dimona,31.0667,35.0333,16.31,55,56,1.8,IL,1670597783
196,lompoc,34.6391,-120.4579,6.44,100,75,2.06,US,1670598012
197,celestun,20.8667,-90.4,24.59,67,0,3.95,MX,1670598103
198,tabuk,17.4189,121.4443,23.24,90,95,2.28,PH,1670598104
199,biak,-0.9131,122.8766,24.94,80,67,0.51,ID,1670598104
200,kirakira,-10.4544,161.9205,26.35,83,100,0.74,SB,1670598104
201,colesberg,-30.72,25.0972,29.08,27,40,2.34,ZA,1670598105
202,port alfred,-33.5906,26.891,23.43,86,9,4.47,ZA,1670598105
203,muleba,-1.8397,31.6544,22.3,73,90,2.12,TZ,1670598106
204,sioux lookout,50.1001,-91.917,-11.96,92,100,2.57,CA,1670598106
205,norden,53.6,7.2,0.0,97,82,3.96,DE,1670598107
206,daru,-9.0763,143.2092,25.24,88,92,1.86,PG,1670598107
